environment_frame,wall_clock_time_seconds,fps,eval_mean_return,eval_std_return,policy_loss,value_loss,entropy,approx_kl
24576,180.77757811546326,135.94606286940785,-21.0,0.0,-0.017920512706041336,0.03047253005206585,1.7651147842407227,0.007009455468505621
49152,357.9228050708771,137.32570069160425,-21.0,0.0,0.09167647361755371,0.02699035406112671,1.7439641952514648,0.012619942426681519
73728,534.52756690979,137.93114623834703,-21.0,0.0,0.2417410910129547,0.018538085743784904,1.7643561363220215,0.01052557211369276
98304,710.8687589168549,138.2871291428897,-21.0,0.0,0.025367312133312225,0.05076939985156059,1.7789772748947144,0.004822199232876301
122880,888.1777448654175,138.35068567100973,-21.0,0.0,-0.04962516576051712,0.02910900115966797,1.7267316579818726,0.013589533977210522
147456,1077.8429188728333,136.80657674502982,-20.966666666666665,0.17950549357115012,0.13017289340496063,0.06035733222961426,1.732392430305481,0.005908342078328133
172032,1294.2427580356598,132.9209678259812,-20.733333333333334,0.5120763831912405,0.007248269394040108,0.03995613753795624,1.6488782167434692,0.006083982530981302
196608,1504.7501120567322,130.65823914851904,-18.9,1.3747727084867518,0.04710621014237404,0.04032737761735916,1.5524872541427612,0.009873447939753532
221184,1746.9056510925293,126.61473724213043,-20.333333333333332,0.7888106377466155,-0.012616375461220741,0.02288016490638256,1.4494142532348633,0.009582294151186943
245760,1995.4698929786682,123.15896163836737,-19.633333333333333,1.4715826703096078,-0.09839533269405365,0.020282361656427383,1.4077730178833008,0.01120985671877861
270336,2249.1900448799133,120.1926002719407,-18.266666666666666,1.3888444437333103,-0.06517516076564789,0.02432371862232685,1.2966716289520264,0.011742801405489445
294912,2533.8742628097534,116.38777990225239,-15.133333333333333,2.1092389359408497,0.0354294516146183,0.021875645965337753,1.2044904232025146,0.013995801098644733
319488,2822.4506628513336,113.19524697809602,-16.8,2.1354156504062622,0.024511083960533142,0.01886286959052086,1.1172881126403809,0.015126490965485573
344064,3136.674665927887,109.6906873184152,-12.8,2.4953289696283867,-0.07964302599430084,0.020098116248846054,1.149143934249878,0.012992560863494873
368640,3415.1591539382935,107.94226078008217,-11.933333333333334,3.08688984074406,-0.07272930443286896,0.01757149025797844,1.0284160375595093,0.016810623928904533
393216,3678.399348974228,106.89867048641331,-13.833333333333334,2.409472049133493,-0.058678511530160904,0.014346343465149403,1.0164636373519897,0.012940984219312668
417792,3976.594022989273,105.06277421948988,-10.8,4.061198509471476,-0.09160354733467102,0.023957017809152603,1.0660194158554077,0.025216173380613327
442368,4265.894944906235,103.69875623123663,-10.366666666666667,3.4591264150874217,-0.1625244915485382,0.020356595516204834,1.1271405220031738,0.012787321582436562
466944,4578.994874954224,101.97521784894221,-5.266666666666667,4.2263722294921235,-0.16589117050170898,0.01979818008840084,1.0511164665222168,0.02373078465461731
491520,4890.162156820297,100.51200433476873,-9.4,4.111771718695806,-0.003534771502017975,0.011535875499248505,0.9270575046539307,0.018196875229477882
516096,5178.5958659648895,99.65944695391671,-10.2,5.337914698956263,-0.0806974470615387,0.021159982308745384,1.0582587718963623,0.020656228065490723
540672,5460.425647974014,99.01645674829523,-4.3,5.911288635596584,0.08851554989814758,0.020616156980395317,0.956996500492096,0.021481763571500778
565248,5754.533781051636,98.22654997023984,-5.866666666666666,4.5660583536447374,-0.008484257385134697,0.01518063060939312,0.9535629749298096,0.023647790774703026
589824,6050.0098288059235,97.49141186375803,-6.233333333333333,2.417758374105145,0.05876680463552475,0.01940510794520378,1.036834716796875,0.02262377366423607
614400,6330.95935177803,97.0469032986842,-9.566666666666666,2.445176658012441,0.06965431571006775,0.012507764622569084,1.0460307598114014,0.020154306665062904
638976,6626.489228725433,96.42753167544299,-1.0666666666666667,4.753478258660237,-0.007213719189167023,0.02022053673863411,0.8779823780059814,0.020857954397797585
663552,6888.4152228832245,96.3286878810082,9.0,5.585696017507576,0.13364166021347046,0.01669185794889927,0.9175450205802917,0.02783672697842121
688128,7138.3051500320435,96.39935328301489,11.2,7.12928233882392,-0.018424570560455322,0.02276461198925972,0.9403113126754761,0.020808596163988113
712704,7383.337265968323,96.52870705025724,14.2,3.627671429443411,0.04657474905252457,0.03411978483200073,0.9260973930358887,0.020218998193740845
737280,7627.800541877747,96.65695844459064,14.566666666666666,7.3696826405363085,0.08551667630672455,0.022339940071105957,0.8798643350601196,0.024129925295710564
761856,7875.9335470199585,96.73215187146532,15.066666666666666,3.0543229837214154,-0.08790905028581619,0.014648538082838058,0.9298405051231384,0.020112408325076103
786432,8128.931103944778,96.74482289784278,13.666666666666666,3.4091380468121586,-0.06427755951881409,0.022671638056635857,0.9737154245376587,0.021628141403198242
811008,8381.87244296074,96.75737796284452,13.7,3.8914436053132433,-0.11079223453998566,0.03263253718614578,0.9642856121063232,0.021921314299106598
835584,8622.93439912796,96.90251152605381,14.6,6.590902821313633,-0.02725828066468239,0.023833084851503372,0.9762610197067261,0.023044083267450333
860160,8866.591247797012,97.0113514834258,15.3,2.7946377224964243,-0.1547524333000183,0.02022607810795307,1.0777432918548584,0.035398028790950775
884736,9115.585491895676,97.05750670502607,15.766666666666667,2.5907956735764057,-0.13930456340312958,0.02142205461859703,1.0393006801605225,0.02298528328537941
909312,9361.127586841583,97.13701598064662,15.1,5.9963878015574235,-0.26179155707359314,0.007816238328814507,0.9403207302093506,0.018477145582437515
933888,9600.732955932617,97.27257328023292,17.066666666666666,2.1898756940875788,-0.03525153920054436,0.013454049825668335,0.9957380890846252,0.03217165544629097
958464,9840.730709075928,97.39764539191471,17.233333333333334,2.011356645539412,-0.0633804202079773,0.01864701882004738,0.9887251257896423,0.020054548978805542
983040,10080.489511966705,97.51907373475468,17.033333333333335,2.892327013938008,0.046139251440763474,0.01935509406030178,0.9410816431045532,0.02024107612669468
1007616,10326.282675027847,97.57780525837946,15.7,5.379900866496829,-0.12175159156322479,0.010215065442025661,1.0074926614761353,0.021629996597766876
1032192,10575.94798707962,97.59805941376663,15.7,3.034798181098704,-0.06277753412723541,0.02155357599258423,1.0638152360916138,0.02513798326253891
1056768,10816.086163043976,97.70336367303109,16.933333333333334,2.434930982366623,0.005351141095161438,0.005292998161166906,1.1225905418395996,0.026055213063955307
1081344,11063.65788602829,97.73838012159383,15.4,3.4698703145794942,-0.036376189440488815,0.016080986708402634,1.035277009010315,0.022375136613845825
1105920,11315.57468700409,97.7343202176768,14.666666666666666,3.5055511533693084,-0.08601056039333344,0.012317264452576637,1.1158243417739868,0.027683109045028687
1130496,11558.105323791504,97.80980258700878,16.733333333333334,2.85112063737908,0.042572155594825745,0.02645423449575901,1.1150000095367432,0.02003772184252739
1155072,11811.086449861526,97.7955757840926,14.8,4.935585071701226,-0.1331329643726349,0.009281102567911148,1.0070854425430298,0.027820292860269547
1179648,12048.412827014923,97.90899572721297,17.2,2.3151673805580453,0.02874012477695942,0.017558317631483078,1.069203495979309,0.02261100336909294
1204224,12288.356209993362,97.99715921488188,16.966666666666665,2.83411753853333,0.029481317847967148,0.006139515899121761,1.0901553630828857,0.021757733076810837
1228800,12535.801039934158,98.02325324021525,16.433333333333334,2.836468853267308,-0.05085761100053787,0.014031907543540001,0.9431129693984985,0.02154010534286499
1253376,12771.776979923248,98.13638321199639,17.633333333333333,2.0409692686455507,-0.00360285397619009,0.020222514867782593,1.0353866815567017,0.020570404827594757
1277952,13018.438205957413,98.16477059553071,15.633333333333333,4.586090080037921,-0.15930935740470886,0.01408903207629919,1.0903007984161377,0.015791766345500946
1302528,13265.889945983887,98.18625100189595,16.5,3.1278320500521337,-0.1464700996875763,0.01912028156220913,1.1091097593307495,0.022473886609077454
1327104,13517.374152898788,98.17764789142169,15.2,4.27707064862545,-0.1064327284693718,0.010467728599905968,1.0035017728805542,0.018869373947381973
1351680,13758.165172100067,98.24565871188616,16.766666666666666,2.7286545321010416,0.09147579967975616,0.013017352670431137,1.0276422500610352,0.020953865721821785
1376256,13997.488373041153,98.32163909137725,17.366666666666667,2.1982316125063397,0.030530206859111786,0.011586645618081093,1.038858413696289,0.02757996879518032
1400832,14229.344434022903,98.44669981074173,17.633333333333333,2.822331581433258,-0.06339137256145477,0.015484333969652653,0.9852760434150696,0.024518638849258423
1425408,14463.565531015396,98.5516328559015,17.866666666666667,1.80246744461277,0.009964484721422195,0.010741124860942364,1.0646787881851196,0.024764910340309143
1449984,14697.053890943527,98.65813996907967,17.666666666666668,2.371122565837165,-0.2355201244354248,0.021821707487106323,1.0192394256591797,0.02676861174404621
1474560,14932.012296915054,98.75159293195496,16.333333333333332,7.06320670013903,-0.07721008360385895,0.01180716697126627,0.9999027252197266,0.022076046094298363
1499136,15164.329506874084,98.85936594297384,17.6,2.0912516188477497,-0.09524048864841461,0.01065339520573616,1.1690673828125,0.033530570566654205
